Age,BuildingType,PrimaryPropertyType,NumberofBuildings,NumberofFloors,LargestPropertyUseType,SteamUse(kBtu)_Usage,Electricity(kBtu)_Usage,NaturalGas(kBtu)_Usage,TotalUseTypeNumber,RateParking,RateBuilding,RatePerFloors,RatePerBuildings,log_SiteEnergyUse(kBtu),log_TotalGHGEmissions,log_PropertyGFATotal
60,NonResidential,Retail,1.0,2,Retail,0,1,1,4,0.0,1.0,19632.5,39265.0,15.471603785970727,3.873697891106478,10.578114283458694
60,NonResidential,Retail,1.0,2,Retail,0,1,1,2,0.0,1.0,27142.0,54284.0,15.729295163514228,4.168369197570074,10.902003224665952
60,NonResidential,Retail,1.0,1,Retail,0,1,1,2,0.0,1.0,23409.0,23409.0,14.749800723730674,3.3813347525659037,10.060918560484957
19,NonResidential,Retail,1.0,1,Retail,0,1,1,3,0.0,1.0,63153.0,63153.0,15.351125165415416,3.8848573373553763,11.053331467023655
55,NonResidential,Residential,2.0,2,Residential,0,1,1,1,0.0,1.0,12050.0,12050.0,14.277643135344748,3.8622023104441903,10.090008612393838
93,NonResidential,Restaurant,1.0,3,Restaurant,0,1,1,2,0.0,1.0,11200.0,33600.0,15.314162373970987,4.63463189613771,10.422311107413181
89,NonResidential,Other,1.0,4,Office,1,1,0,2,0.0,1.0,8089.0,32356.0,14.434556708654092,4.3296801543016725,10.38458565982913
106,NonResidential,Public,1.0,2,Public,0,1,1,1,0.0,1.0,11965.5,23931.0,13.115295080747975,2.9785861147190205,10.082971754509922
68,NonResidential,Public,1.0,2,Public,0,1,1,1,0.0,1.0,10696.5,21393.0,13.64823016360409,3.5157158351047473,9.970865787866076
26,NonResidential,Other,1.0,2,Warehouse,0,1,1,3,0.0,1.0,23780.0,47560.0,13.939929858159367,3.533102452542094,10.769768376656003
10,NonResidential,Residential,1.0,6,Residential,0,1,1,3,0.0,1.0,10389.0,62334.0,13.889443175458553,3.582963228522387,11.040278344779075
86,NonResidential,Other,1.0,3,Residential,0,1,1,1,0.0,1.0,6986.6667,20960.0,14.221182811283054,4.182202802743785,9.950418847220561
106,NonResidential,Other,1.0,3,University,0,1,1,1,0.0,1.0,9600.0,28800.0,13.482911137300757,2.2460147415056513,10.268165387743457
59,NonResidential,School,1.0,2,School,0,1,1,1,0.0,1.0,10800.0,21600.0,14.04784197130834,3.6856241613932634,9.980494888896912
21,NonResidential,School,1.0,3,School,0,1,0,1,0.0,1.0,7620.0,22860.0,13.744175257631762,2.0135687975291283,10.03718768092397
51,NonResidential,Public,1.0,2,Public,0,1,1,1,0.0,1.0,10866.0,21732.0,13.66511221472498,3.202339856228101,9.986587121705702
71,NonResidential,Other,1.0,1,Warehouse,0,1,1,4,0.0,1.0,21060.0,21060.0,12.766446985121101,2.0399207835175526,9.955178267941482
56,NonResidential,Other,1.0,4,Retail,0,1,1,5,0.0,1.0,5134.75,20539.0,14.33338711537089,3.6457109587125576,9.930129483482549
116,NonResidential,Retail,1.0,3,Retail,0,1,0,1,0.0,1.0,10986.6667,32960.0,13.609275744802975,1.8976198599275322,10.403080323368991
95,NonResidential,Other,1.0,3,Other,0,1,0,2,0.0,1.0,9878.6667,29636.0,13.442478001203957,1.7578579175523736,10.296778859712584
86,NonResidential,Residential,1.0,3,Residential,0,1,0,1,0.0,1.0,6857.0,20571.0,13.481827390770418,1.7900914121273581,9.931686206894806
90,NonResidential,Public,1.0,2,Public,0,1,1,2,0.0,1.0,23996.0,47992.0,14.927432709451343,4.782227913106947,10.77881044592198
23,NonResidential,Other,1.0,3,Residential,0,1,1,2,0.0,1.0,9524.0,28572.0,14.81535692763358,4.506123032386857,10.260217494962417
34,NonResidential,Other,1.0,15,Residential,0,1,0,2,0.2724,0.7276,7718.3333,115775.0,14.874165322100254,3.0487989944906833,11.659412568754966
16,NonResidential,Public,1.0,2,Public,0,1,1,1,0.0,1.0,15693.0,31386.0,13.936116383575492,3.337192051686243,10.354149073430555
27,Campus,School,5.0,3,School,0,1,1,1,0.0,1.0,7166.6667,4300.0,15.716002601065972,5.316402834094422,9.975854724662028
91,NonResidential,Residential,1.0,9,Residential,1,1,1,2,0.0,1.0,11555.5556,104000.0,15.9777581779972,5.8771754007058545,11.552155793461898
9,NonResidential,Other,1.0,2,Warehouse,0,1,1,2,0.0,1.0,19392.0,38784.0,14.425903785828641,3.299902663510574,10.565788852924973
47,NonResidential,Other,1.0,2,Public,0,1,1,2,0.0,1.0,20895.0,41790.0,14.593493250034523,3.5371840908617425,10.640436284325322
116,NonResidential,Office,1.0,5,Office,0,1,1,2,0.0,1.0,7992.0,39960.0,14.594235025197717,3.9314333989479695,10.595659257474393
116,NonResidential,Warehouse,1.0,5,Warehouse,0,1,0,2,0.0,1.0,6660.0,33300.0,11.413764615273509,0.48858001481867097,10.413342705547674
90,NonResidential,Residential,1.0,11,Residential,1,1,1,1,0.0,1.0,3294.5455,36240.0,14.580033418865964,4.803283067577055,10.497946353595198
108,NonResidential,Other,1.0,5,Public,0,1,0,1,0.0,1.0,8307.2,41536.0,14.82170305230318,2.9992261628082466,10.634339875274723
107,NonResidential,Residential,1.0,6,Residential,0,1,1,1,0.0,1.0,5970.0,35820.0,15.015958356751847,4.879615031657852,10.486289592589621
94,NonResidential,School,1.0,2,School,0,1,1,1,0.0,1.0,16731.0,33462.0,15.19860392636903,5.226982468943414,10.41819562981634
51,NonResidential,School,1.0,3,School,0,1,1,1,0.0,1.0,16581.3333,49744.0,14.555940338317887,4.503026712319388,10.81466523502346
93,NonResidential,Public,1.0,2,Public,0,1,1,2,0.0,1.0,18908.0,37816.0,14.160026429074197,3.794364961959914,10.540514015956738
90,NonResidential,Other,1.0,2,Office,0,1,1,3,0.0,1.0,11657.5,23315.0,14.118574932601348,3.584629432740137,10.056895099165441
86,NonResidential,Other,1.0,2,Warehouse,0,1,1,4,0.0,1.0,10350.0,20700.0,15.266144045343898,5.245285719996231,9.937937287265354
68,NonResidential,Other,1.0,1,Other,0,1,1,3,0.3161,0.6839,41521.0,41521.0,15.022543973836733,4.61719756620081,10.633978686236494
70,NonResidential,Retail,1.0,2,Retail,0,1,0,1,0.0,1.0,12881.0,25762.0,14.46071979548618,2.659559991941776,10.156694633064722
35,NonResidential,Office,1.0,3,Office,0,1,1,1,0.0,1.0,14462.3333,43387.0,14.803848797835942,3.5596246182566738,10.677938184160109
37,NonResidential,Other,1.0,1,Retail,0,1,0,3,0.0,1.0,39350.0,39350.0,12.495513522128764,1.0508216248317612,10.580276666483256
67,NonResidential,Other,1.0,1,Other,0,1,1,2,0.0,1.0,22405.0,22405.0,15.06776361076044,4.909488112091298,10.017084059118668
3,SPS-District K-12,Other,1.0,1,Other,0,1,1,1,0.0,1.0,32590.0,32590.0,14.124314423994372,3.7871398232814557,10.39179145561983
31,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,37500.0,37500.0,14.409669860520685,2.6504210882655737,10.53212287826962
26,NonResidential,Hospital,1.0,2,Hospital,0,1,1,1,0.0,1.0,19500.0,39000.0,14.776869775240115,3.5530597309714014,10.571342565808699
92,NonResidential,Other,1.0,1,Other,0,1,1,2,0.0,1.0,22180.0,22180.0,15.442608411624565,4.997212273764115,10.006991345550789
47,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,3,0.0,1.0,25920.0,25920.0,14.014152993351455,2.601207105484161,10.162808729968926
63,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,25480.0,25480.0,13.516144745673657,1.8196988379172965,10.145688355383795
46,NonResidential,Warehouse,1.0,2,Warehouse,0,1,1,1,0.0,1.0,15500.0,31000.0,14.64887381689445,3.0411835364579085,10.34177474101152
55,NonResidential,Office,1.0,1,Office,0,1,1,2,0.0,1.0,29740.0,29740.0,14.198771808128107,3.035914063186823,10.300281844196661
62,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,3,0.0,1.0,23236.0,23236.0,12.980504838706302,2.640484881606444,10.053501114853614
7,NonResidential,Office,1.0,3,Office,0,1,1,3,0.0,1.0,12691.6667,38075.0,14.468773975602016,2.997730276216664,10.547339441371197
46,NonResidential,Office,1.0,2,Office,0,1,1,1,0.0,1.0,19585.0,39170.0,14.571949271557697,4.159820144181012,10.575691956076149
39,Nonresidential COS,Other,1.0,1,Other,0,1,0,1,0.0,1.0,36070.0,36070.0,14.181310207367847,2.402430427963762,10.493244497383538
53,NonResidential,Other,1.0,2,Other,0,1,0,1,0.0,1.0,10023.5,20047.0,11.673677721219418,0.598836501088704,9.90588467713585
102,NonResidential,Retail,1.0,1,Retail,0,1,0,1,0.0,1.0,20000.0,20000.0,13.231871716436942,1.5871923034867808,9.90353755128617
61,NonResidential,Warehouse,1.0,2,Warehouse,0,1,0,1,0.0,1.0,16200.0,32400.0,12.42366883866523,1.0043016091968684,10.385944565501662
68,Nonresidential COS,Other,1.0,1,Other,0,1,1,4,0.0,1.0,27247.0,27247.0,14.662664479421338,4.432006566978902,10.212735402902469
61,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,26680.0,26680.0,12.402951081228947,0.9932517730102833,10.191706980586526
63,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,31521.0,31521.0,14.396691564576901,4.138520924554929,10.358440993735487
65,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,24000.0,24000.0,14.044265933496458,3.8636727444870993,10.085850775128717
64,NonResidential,Other,1.0,1,Other,0,1,1,1,0.0,1.0,21900.0,21900.0,14.103421572956712,4.199455046624718,9.994287576862567
55,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,3,0.0,1.0,38005.0,38005.0,13.530617426132928,2.463853240590168,10.545499320981303
18,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,35579.0,35579.0,13.907768128749533,3.6901286735143684,10.479538961219825
41,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,49950.0,49950.0,12.384096242228415,0.9820784724121582,10.818797803896322
69,NonResidential,Public,1.0,2,Public,0,1,1,1,0.0,1.0,11306.0,22612.0,13.50261024522075,3.484312288372662,10.026280241122993
28,NonResidential,Other,2.0,2,Other,0,1,1,1,0.0,1.0,25184.0,25184.0,13.532187222402163,3.3870984572826535,10.827131185455466
78,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,30545.0,30545.0,14.271061419175387,4.1356464415792065,10.326989023130391
94,NonResidential,School,1.0,3,School,0,1,1,1,0.0,1.0,10897.0,32691.0,13.787102145645433,3.42816382989197,10.39488567863602
53,NonResidential,Public,1.0,2,Public,0,1,1,1,0.0,1.0,12113.5,24227.0,13.898636929332987,3.883417748417812,10.095264268100838
60,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,27000.0,27000.0,13.386716911961434,2.9882040071331994,10.203629181337648
59,NonResidential,Office,1.0,2,Office,0,1,0,2,0.0,1.0,10591.5,21183.0,12.798136521774968,1.2584609896100056,9.961001458736735
55,NonResidential,Office,1.0,3,Office,0,1,1,2,0.1304,0.8696,9797.3333,29392.0,13.535292808013915,1.9712993830601329,10.288511829739507
31,NonResidential,Office,1.0,5,Office,0,1,0,3,0.403,0.597,27547.6,137738.0,15.364123047172686,3.520460802488973,11.833115869017158
28,NonResidential,Other,1.0,3,Residential,0,1,1,1,0.0,1.0,7039.3333,21118.0,14.124045257739805,3.7013019741124933,9.957928388214375
3,NonResidential,Office,1.0,5,Office,0,1,1,4,0.3846,0.6154,41225.2,206126.0,15.317287978488439,4.294014757350668,12.23624776266504
116,NonResidential,Office,1.0,2,Office,0,1,1,1,0.0,1.0,10250.0,20500.0,14.097812527331554,2.50715725872282,9.928228944424575
86,NonResidential,Public,1.0,2,Public,0,1,1,1,0.0,1.0,12760.5,25521.0,13.313293296532503,2.801540544189549,10.147296104293922
30,NonResidential,School,1.0,1,School,0,1,1,1,0.0,1.0,23190.0,23190.0,14.3493784087931,4.236133434493478,10.05151955135521
56,NonResidential,Office,1.0,1,Office,0,1,1,1,0.0,1.0,20678.0,20678.0,13.554579466014257,3.515418525752178,9.936873971553762
94,NonResidential,School,1.0,3,School,0,1,1,1,0.0,1.0,9606.6667,28820.0,14.769399341033747,4.67702562308852,10.268859567077849
62,NonResidential,Public,1.0,2,Public,0,1,1,1,0.0,1.0,13938.0,27876.0,14.419816893623683,4.248066578757805,10.235557255067516
91,SPS-District K-12,School,1.0,1,School,0,1,1,1,0.0,1.0,48789.0,48789.0,14.07657291762906,3.4147715016892732,10.795280652809883
50,NonResidential,Residential,1.0,2,Residential,0,1,1,2,0.148,0.852,24441.0,48882.0,15.729846887422049,5.464932893520374,10.79718496675754
39,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,22320.0,22320.0,12.992407086595012,1.4011829736136412,10.013283218359012
40,NonResidential,Other,1.0,1,Industrial,0,1,1,1,0.0,1.0,47105.0,47105.0,16.141296615008592,5.855702096093982,10.76015566042631
34,NonResidential,Office,1.0,2,Office,0,1,0,2,0.0,1.0,20014.5,40029.0,14.202075001885209,2.421256622711544,10.597384451986619
46,NonResidential,Office,1.0,2,Office,0,1,0,1,0.0,1.0,14152.0,28304.0,14.054030090673445,2.2874714551839976,10.25079374647076
46,NonResidential,Other,1.0,1,Other,0,1,0,2,0.0,1.0,26400.0,26400.0,13.022793839399133,1.425515074273172,10.181157167204903
48,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,27680.0,27680.0,14.391243056892161,4.186771802468027,10.228501536246666
47,NonResidential,Office,1.0,2,Office,0,1,1,2,0.0,1.0,12936.0,25872.0,14.396115943537806,3.845669504878125,10.160955232894292
47,NonResidential,Office,1.0,2,Office,0,1,1,1,0.0,1.0,12936.0,25872.0,14.690710300809062,4.418358563921272,10.160955232894292
47,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,20500.0,20500.0,12.31313663155814,0.9360933591703348,9.928228944424575
58,NonResidential,Office,1.0,2,Office,0,1,0,1,0.0,1.0,10718.0,21436.0,13.18946988749649,1.5539252025038417,9.972873680021136
18,NonResidential,Other,1.0,1,Office,0,1,1,3,0.0,1.0,20233.0,20233.0,13.353873630054522,2.9528247725427144,9.915119636765835
10,NonResidential,Office,1.0,4,Office,0,1,1,4,0.3106,0.6894,9981.5,39926.0,13.826419526207458,2.740194654428777,10.594808065754666
31,NonResidential,Office,1.0,3,Office,0,1,1,2,0.2581,0.7419,10472.3333,31417.0,13.934322619547382,3.3703944725071104,10.355136256059884
88,NonResidential,Other,1.0,6,Other,0,1,0,1,0.0,1.0,7763.3333,46580.0,13.47340943383864,1.7833912195575383,10.74894801164928
100,NonResidential,Retail,1.0,2,Retail,0,1,0,1,0.0,1.0,12960.0,25920.0,13.078810770235727,1.4678743481123135,10.162808729968926
97,NonResidential,Retail,1.0,2,Retail,0,1,1,1,0.0,1.0,12960.0,25920.0,13.827111505997088,2.688527534613346,10.162808729968926
97,NonResidential,Office,1.0,2,Office,0,1,1,1,0.0,1.0,12960.0,25920.0,14.399876030032189,3.860308569741467,10.162808729968926
91,NonResidential,Office,1.0,4,Office,1,1,1,1,0.0,1.0,9940.0,39760.0,14.723350078743515,5.016683632630459,10.590641811359664
96,NonResidential,Other,1.0,3,Other,1,1,1,1,0.0,1.0,10323.6667,30971.0,14.853376238209218,4.562784469491653,10.340838849506614
70,NonResidential,Office,1.0,3,Office,1,1,1,1,0.0,1.0,7555.6667,22667.0,15.141825589022215,5.007630785075957,10.02870951728951
89,NonResidential,Warehouse,1.0,2,Warehouse,0,1,1,3,0.0,1.0,16920.0,33840.0,14.616452950402362,4.125197025704866,10.429428364110965
15,NonResidential,Other,5.0,3,Residential,0,1,1,5,0.2206,0.7794,13942.3333,8365.4,15.249015741511638,4.711060561245524,10.64132125071848
15,NonResidential,Office,1.0,5,Office,0,1,0,3,0.1781,0.8219,6748.0,33740.0,14.071242298871635,2.302585092994046,10.426468994072131
105,NonResidential,Retail,1.0,2,Retail,0,1,1,2,0.0,1.0,10258.0,20516.0,13.83707401154652,3.762129915853529,9.929009089766206
110,NonResidential,Retail,1.0,3,Retail,0,1,0,2,0.0,1.0,9160.0,27480.0,14.010384050250552,2.248128907197987,10.221250135776074
69,NonResidential,Other,1.0,1,Office,0,1,1,4,0.0,1.0,46958.0,46958.0,14.413725368590756,3.4442568711226023,10.757030159556333
32,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,26532.0,26532.0,14.475217416672605,4.212571943586751,10.186144520271382
35,NonResidential,Office,1.0,2,Office,0,1,1,2,0.0,1.0,11194.0,22388.0,13.264567769352226,2.347558458636777,10.016325045799498
47,NonResidential,Other,1.0,1,Other,0,1,1,1,0.0,1.0,30730.0,30730.0,14.930801727560036,4.311067545733388,10.333027196085467
67,NonResidential,Public,1.0,3,Public,0,1,1,2,0.0,1.0,20666.6667,62000.0,14.403111163891829,4.422928625994308,11.034905792929415
35,NonResidential,Office,1.0,2,Office,0,1,0,1,0.0,1.0,11800.0,23600.0,13.562229509653255,1.8578592709325787,10.069044362997353
30,NonResidential,Office,1.0,3,Office,0,1,0,1,0.0,1.0,13355.6667,40067.0,14.650041734224526,2.836736542063533,10.598333289731654
37,NonResidential,Office,1.0,3,Office,0,1,1,1,0.0,1.0,8420.6667,25262.0,14.200471722911768,3.2128577525426376,10.137096153698101
20,NonResidential,Other,1.0,3,Other,0,1,1,1,0.0,1.0,17701.0,53103.0,15.40023765764238,3.6666338451666167,10.880007533959756
36,NonResidential,Office,1.0,3,Office,0,1,0,1,0.0,1.0,11368.6667,34106.0,14.297429248226122,2.5087859235779435,10.437257920797217
36,NonResidential,Office,1.0,3,Office,0,1,0,1,0.0,1.0,11515.0,34545.0,14.654479435617088,2.8408313123360287,10.45004704825323
36,NonResidential,Office,1.0,3,Office,0,1,0,1,0.0,1.0,23432.0,70296.0,14.838704914291238,3.015044584586364,11.160484402634983
114,NonResidential,Office,1.0,4,Office,0,1,0,1,0.0,1.0,6959.5,27838.0,14.012318450126068,2.2502386126218363,10.234193194263003
45,NonResidential,Warehouse,2.0,2,Warehouse,0,1,1,2,0.0,1.0,14184.0,14184.0,14.434058982494253,3.4346321577483927,10.253052278679716
52,NonResidential,Other,1.0,2,Other,0,1,1,1,0.0,1.0,46040.0,92080.0,15.45549542503319,4.852811208902689,11.430423903458427
55,NonResidential,Other,1.0,1,Other,0,1,1,1,0.0,1.0,20236.0,20236.0,14.49109605593479,3.923556241241819,9.91526789107166
65,NonResidential,Office,1.0,2,Office,0,1,1,2,0.0,1.0,19907.5,39815.0,14.533643844626523,3.718923575462313,10.59202412053839
46,Nonresidential COS,Other,1.0,4,Other,0,1,0,1,0.0,1.0,6389.25,25557.0,14.639841032772216,2.827313621929028,10.148705658168648
58,Nonresidential COS,Other,1.0,2,Other,0,1,1,2,0.0,1.0,13497.0,26994.0,14.939405285241184,4.8181017722258845,10.203406942652387
44,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,48112.0,48112.0,14.211562753284309,2.4300984132930052,10.781307689847692
15,NonResidential,Office,1.0,2,Office,0,1,0,2,0.386,0.614,21396.5,42793.0,14.387726345738605,2.5915163848462583,10.664153184826896
9,NonResidential,Other,1.0,2,Other,0,1,1,1,0.0,1.0,22500.0,45000.0,15.592506074428231,5.18060307852848,10.714439990727769
18,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,26115.0,26115.0,14.339868382102049,3.630720539940404,10.170303432306524
9,NonResidential,School,1.0,4,School,0,1,1,1,0.0,1.0,12165.0,48660.0,14.447588990754703,4.142817215672879,10.792633166886727
46,NonResidential,Residential,1.0,2,Residential,0,1,1,1,0.0,1.0,23269.5,46539.0,15.501918863342626,5.200594278019421,10.748067436856283
107,NonResidential,Other,1.0,4,Residential,0,1,1,1,0.0,1.0,7449.0,29796.0,14.61897430265987,4.389250479763201,10.302162996284876
96,NonResidential,Retail,1.0,2,Retail,0,1,1,3,0.0,1.0,13200.0,26400.0,13.798971412214614,2.8970163006148333,10.181157167204903
98,NonResidential,Office,1.0,3,Office,0,1,0,2,0.0,1.0,12716.0,38148.0,14.048411748300447,2.2823823856765264,10.549254824049264
88,NonResidential,Other,1.0,2,Warehouse,0,1,1,2,0.0,1.0,14400.0,28800.0,13.032338008354998,2.6224923127405635,10.268165387743457
31,NonResidential,Office,1.0,5,Office,0,1,0,2,0.3845,0.6155,17192.6,85963.0,15.315348313482378,3.4732079176384274,11.361683882945096
116,NonResidential,Retail,1.0,4,Retail,0,1,1,1,0.0,1.0,8670.0,34680.0,13.972471463975857,3.3098128198603027,10.453947265542192
101,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,36504.0,36504.0,14.557916245385043,3.080073421987742,10.505204516490187
109,NonResidential,Office,1.0,6,Office,0,1,0,1,0.0,1.0,5866.6667,35200.0,14.913525751740035,3.086486636822455,10.468829770273567
109,NonResidential,Office,1.0,5,Office,0,1,1,1,0.0,1.0,7168.0,35840.0,14.246482012532233,3.8989377658794906,10.486847768485333
75,NonResidential,Other,1.0,2,Other,0,1,0,1,0.0,1.0,12960.0,25920.0,14.1032674713654,2.33214389523559,10.162808729968926
88,NonResidential,Office,1.0,4,Office,1,1,0,2,0.0,1.0,7631.25,30525.0,14.874390535968743,4.312274546483423,10.326334058475068
52,NonResidential,Other,1.0,4,Hospital,0,1,1,1,0.0,1.0,12310.75,49243.0,15.9527709064877,4.628300603376946,10.804542811767506
104,NonResidential,Other,1.0,3,Public,0,1,1,1,0.0,1.0,6803.6667,20411.0,14.515870104272397,4.2798554720627555,9.923878242183862
106,NonResidential,Office,1.0,3,Office,0,1,1,2,0.0,1.0,24516.3333,73549.0,14.855416706269656,4.6862892372728835,11.205720726029584
28,NonResidential,Other,1.0,5,Other,1,1,1,2,0.249,0.751,9156.0,45780.0,16.198208017744065,6.138590611998276,10.731624436867815
53,NonResidential,Hospital,1.0,3,Hospital,0,1,1,1,0.0,1.0,13038.3333,39115.0,15.13334123790846,4.111529386976201,10.574286869432166
100,NonResidential,Other,1.0,3,Other,1,1,0,3,0.0,1.0,12679.3333,38038.0,13.917427614214988,4.036185648048568,10.546367228196017
54,NonResidential,Public,1.0,3,Public,1,1,1,2,0.0,1.0,12598.6667,37796.0,14.71810167720411,4.8235825629264,10.53998501337874
23,Nonresidential COS,Office,1.0,1,Office,0,1,0,3,0.0,1.0,27744.0,27744.0,15.493682054940038,3.6464937376174986,10.230810922760002
56,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,36444.0,36444.0,11.991096238364037,0.7514160886839212,10.503559553816313
66,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,27553.0,27553.0,13.781620859666617,3.484618989801228,10.223902994604545
65,NonResidential,Warehouse,3.0,1,Warehouse,0,1,1,1,0.0,1.0,57310.0,19103.3333,14.041646826629261,3.579901291544191,10.956247856355338
96,NonResidential,Other,1.0,2,Office,0,1,1,5,0.0,1.0,12960.0,25920.0,13.804531002641264,2.866192902199006,10.162808729968926
97,NonResidential,Restaurant,1.0,3,Restaurant,0,1,1,1,0.0,1.0,13562.0,40686.0,14.560336346169082,4.30406509320417,10.613663910088935
52,NonResidential,Retail,1.0,2,Retail,0,1,1,1,0.0,1.0,22635.5,45271.0,14.75307910302247,4.427477897577799,10.72044401882236
7,NonResidential,Office,1.0,5,Office,0,1,1,3,0.0,1.0,101632.0,508160.0,17.14961230296505,6.191400882084373,13.138553605483049
90,NonResidential,Office,1.0,3,Office,0,1,1,1,0.0,1.0,8725.3333,26176.0,13.781859018136474,3.499231121933521,10.172636441606745
55,Nonresidential COS,Other,1.0,1,Other,1,1,0,1,0.0,1.0,26000.0,26000.0,15.478959932219384,5.220842193268625,10.165890277802454
7,NonResidential,Public,1.0,3,Public,0,1,1,1,0.0,1.0,7747.0,23241.0,13.513339356547904,3.074543453978281,10.05371626578282
54,NonResidential,Other,1.0,1,Other,0,1,1,1,0.0,1.0,155795.0,155795.0,16.687549684257647,5.548414387422504,11.956302738148255
14,Nonresidential COS,Other,1.0,1,Other,1,1,0,1,0.0,1.0,21018.0,21018.0,14.381471032880885,3.2433732964685884,9.95318206955998
18,Nonresidential COS,Other,1.0,1,Other,0,1,1,1,0.0,1.0,30533.0,30533.0,15.590973964705347,5.263311757349221,10.326596095816887
55,NonResidential,Other,1.0,2,Other,0,1,1,1,0.0,1.0,16985.5,33971.0,16.68830908494569,6.263303019960951,10.4332919348999
24,Nonresidential COS,Other,1.0,2,Other,1,1,1,1,0.0,1.0,20300.0,40600.0,14.725993255815451,3.7390971702745537,10.611547975828369
17,NonResidential,Office,1.0,4,Office,0,1,0,2,0.0,1.0,9509.5,38038.0,14.510560302501029,2.706048198431537,10.546367228196017
9,NonResidential,Office,1.0,4,Office,0,1,1,2,0.3808,0.6192,16149.0,64596.0,14.741446326569337,4.366912996863833,11.075923249063857
88,NonResidential,Office,1.0,3,Office,0,1,1,3,0.1462,0.8538,13822.0,41466.0,16.033674697740253,5.459713165570837,10.632653209172005
3,NonResidential,Office,1.0,6,Office,0,1,1,4,0.7712,0.2288,21785.0,130710.0,15.820958890135673,4.47175307254774,11.780744058274394
90,NonResidential,Office,1.0,4,Office,0,1,0,3,0.0,1.0,8945.0,35780.0,14.464058698063075,2.6623552418400807,10.48517230524678
52,NonResidential,Other,1.0,4,Office,0,1,0,3,0.2908,0.7092,6283.0,25132.0,13.244147619768365,1.597365331199831,10.13193700264052
50,Nonresidential COS,Other,1.0,1,Other,1,1,0,1,0.0,1.0,49680.0,49680.0,14.860963250382913,4.790321069792205,10.813377845229255
54,Nonresidential COS,Other,1.0,1,Other,1,1,1,1,0.0,1.0,36314.0,36314.0,14.42136072983665,3.813969064952758,10.499986158040269
100,NonResidential,Other,1.0,2,Other,0,1,0,3,0.0,1.0,12960.0,25920.0,14.044855341829189,2.2793164660546914,10.162808729968926
97,NonResidential,Office,1.0,4,Office,1,1,0,2,0.0,1.0,11921.5,47686.0,14.543866206645772,4.362843815257108,10.77241410304393
116,Campus,Other,1.0,2,Retail,0,1,1,6,0.0,1.0,24640.0,49280.0,15.508758503550665,4.5979441408963515,10.80529389020931
74,Campus,Residential,1.0,4,Residential,0,1,0,6,0.0,1.0,11375.0,45500.0,15.144799552355439,3.3083508312958037,10.725489582719506
104,Campus,Restaurant,1.0,2,Restaurant,0,1,1,3,0.0,1.0,12690.0,25380.0,15.747257306496056,5.392672545029182,10.141756141595407
101,NonResidential,Office,1.0,6,Office,0,1,1,3,0.0,1.0,6785.8333,40715.0,14.855000299262079,3.8262472284067424,10.61437641457223
26,NonResidential,Other,1.0,4,Parking,0,1,0,3,0.4241,0.5759,20516.25,82065.0,14.356165942404889,2.5626389983283526,11.315279080554538
106,NonResidential,Office,1.0,4,Office,0,1,0,1,0.0,1.0,9040.0,36160.0,14.437257261257619,2.637627736805664,10.49573646899098
98,NonResidential,Other,1.0,1,Restaurant,0,1,1,8,0.0,1.0,34617.0,34617.0,15.451903010705246,4.972171627644127,10.452129056986344
107,NonResidential,Office,1.0,5,Office,0,1,1,1,0.0,1.0,13380.0,66900.0,14.306651248507865,2.7166795278002644,11.110969193687714
106,NonResidential,Other,1.0,3,Office,0,1,1,3,0.0,1.0,9780.0,29340.0,14.585813668075774,4.343675543289958,10.286741134279072
86,NonResidential,Other,1.0,2,Restaurant,0,1,0,1,0.0,1.0,11355.0,22710.0,12.569897716278925,1.1019400787607843,10.030604667595593
16,NonResidential,Office,1.0,3,Office,0,1,1,2,0.2681,0.7319,16833.0,50499.0,14.980279900988116,3.1552968432253294,10.829728615263452
